question,answer_text,context,,
???? ??? ??? ??? ????? ?????? ????? ???? ???,????? ?? ??? ??? ?,?2011 ???? ???? ?? ???? ??? ???? ??? ?????? ???? ????? ??? ?????? ????? ????? ??? ?????? ? ?? ??? ??????? ???? ??????? ???? ????? ????? ???? ?????? ????? ?? ? ????? ?? ???? ??? ??? ??????? ??? ???????? ????? ?????? ?? ??? ??? ????? ??? ? ???? ??? ??? ??? ?2011 ???????? ????? ?? ?????? ?? ???? ????? ???? ???? ???? ???? ???? ???? ???????? ??? ?? ????? ??? ?,,
???? ?2011 ???????? ????? ?? ?? ??? ????? ??????? ?? ??? ?????,???? ???,?2011 ???? ???? ?? ???? ??? ???? ??? ?????? ???? ????? ??? ?????? ????? ????? ??? ?????? ? ?? ??? ??????? ???? ??????? ???? ????? ????? ???? ?????? ????? ?? ? ????? ?? ???? ??? ??? ??????? ??? ???????? ????? ?????? ?? ??? ??? ????? ??? ? ???? ??? ??? ??? ?2011 ???????? ????? ?? ?????? ?? ???? ????? ???? ???? ???? ???? ???? ???? ???????? ??? ?? ????? ??? ?,,
????? ???? ???? ??? ??? ??? ?????,2011,"????? ???? ?? 28 ?? 2011 ????? ???? ? 4 ??????? ???? 310,000 ????? ???? ??? ????? ??? ????? ?????? 200 ????? ??? ????? ???? ????? ??? ??? ????? ????? ? ???? ?? ???? ??? ""???? ??"" ?? ""??? ????? ???????"" ????? ??? ??? ???? ??? ???? ??? ??? ???? ? ????? ""??? ??? ???"" ????? ??? ??? ???? ??? ? 4 ?????? ??? ??? ??? ?????? ????? ? ""??? ?"" ""???? ?"" ""?? ??"" ?? ""??? ????"" ? ?2010 ????? ???? ????? ?????? ???? ""?? ? ???? ? ???"" ??? ??? ????? ???? ??? ??? ??? ???? ????? ???? ???? ???? ???? ? ?2011 ????? ?? ??? ??? ????? ???? ?? ???? ???? ??? ?? ???? ??????: - ????? ???? ?????? ?? ????? 4 ????? ???? 4 ???? ????? ???? ??? ??? ?? ?????? ??? ?",,
??? ???? ??? ?????? ???? ??? ?? ???,??? ??? ???,"????? ???? ?? 28 ?? 2011 ????? ???? ? 4 ??????? ???? 310,000 ????? ???? ??? ????? ??? ????? ?????? 200 ????? ??? ????? ???? ????? ??? ??? ????? ????? ? ???? ?? ???? ??? ""???? ??"" ?? ""??? ????? ???????"" ????? ??? ??? ???? ??? ???? ??? ??? ???? ? ????? ""??? ??? ???"" ????? ??? ??? ???? ??? ? 4 ?????? ??? ??? ??? ?????? ????? ? ""??? ?"" ""???? ?"" ""?? ??"" ?? ""??? ????"" ? ?2010 ????? ???? ????? ?????? ???? ""?? ? ???? ? ???"" ??? ??? ????? ???? ??? ??? ??? ???? ????? ???? ???? ???? ???? ? ?2011 ????? ?? ??? ??? ????? ???? ?? ???? ???? ??? ?? ???? ??????: - ????? ???? ?????? ?? ????? 4 ????? ???? 4 ???? ????? ???? ??? ??? ?? ?????? ??? ?",,
?2011 ???? ????? ?? ???? ?????,???,"????? ???? ?? 28 ?? 2011 ????? ???? ? 4 ??????? ???? 310,000 ????? ???? ??? ????? ??? ????? ?????? 200 ????? ??? ????? ???? ????? ??? ??? ????? ????? ? ???? ?? ???? ??? ""???? ??"" ?? ""??? ????? ???????"" ????? ??? ??? ???? ??? ???? ??? ??? ???? ? ????? ""??? ??? ???"" ????? ??? ??? ???? ??? ? 4 ?????? ??? ??? ??? ?????? ????? ? ""??? ?"" ""???? ?"" ""?? ??"" ?? ""??? ????"" ? ?2010 ????? ???? ????? ?????? ???? ""?? ? ???? ? ???"" ??? ??? ????? ???? ??? ??? ??? ???? ????? ???? ???? ???? ???? ? ?2011 ????? ?? ??? ??? ????? ???? ?? ???? ???? ??? ?? ???? ??????: - ????? ???? ?????? ?? ????? 4 ????? ???? 4 ???? ????? ???? ??? ??? ?? ?????? ??? ?",,
?2011 ???? ??? ??? ?? ?????,??? ??? ????? ?????,"????? ???? ?? 28 ?? 2011 ????? ???? ? 4 ??????? ???? 310,000 ????? ???? ??? ????? ??? ????? ?????? 200 ????? ??? ????? ???? ????? ??? ??? ????? ????? ? ???? ?? ???? ??? ""???? ??"" ?? ""??? ????? ???????"" ????? ??? ??? ???? ??? ???? ??? ??? ???? ? ????? ""??? ??? ???"" ????? ??? ??? ???? ??? ? 4 ?????? ??? ??? ??? ?????? ????? ? ""??? ?"" ""???? ?"" ""?? ??"" ?? ""??? ????"" ? ?2010 ????? ???? ????? ?????? ???? ""?? ? ???? ? ???"" ??? ??? ????? ???? ??? ??? ??? ???? ????? ???? ???? ???? ???? ? ?2011 ????? ?? ??? ??? ????? ???? ?? ???? ???? ??? ?? ???? ??????: - ????? ???? ?????? ?? ????? 4 ????? ???? 4 ???? ????? ???? ??? ??? ?? ?????? ??? ?",,
????? ???? ???? ?? ?????,"?? 28, 2011","????? ???? ?? 28 ?? 2011 ????? ???? ? 4 ??????? ???? 310,000 ????? ???? ??? ????? ??? ????? ?????? 200 ????? ??? ????? ???? ????? ??? ??? ????? ????? ? ???? ?? ???? ??? ""???? ??"" ?? ""??? ????? ???????"" ????? ??? ??? ???? ??? ???? ??? ??? ???? ? ????? ""??? ??? ???"" ????? ??? ??? ???? ??? ? 4 ?????? ??? ??? ??? ?????? ????? ? ""??? ?"" ""???? ?"" ""?? ??"" ?? ""??? ????"" ? ?2010 ????? ???? ????? ?????? ???? ""?? ? ???? ? ???"" ??? ??? ????? ???? ??? ??? ??? ???? ????? ???? ???? ???? ???? ? ?2011 ????? ?? ??? ??? ????? ???? ?? ???? ???? ??? ?? ???? ??????: - ????? ???? ?????? ?? ????? 4 ????? ???? 4 ???? ????? ???? ??? ??? ?? ?????? ??? ?",,
???? ?????? ???? ??? ??? ?? ???,"310,000 ????","????? ???? ?? 28 ?? 2011 ????? ???? ? 4 ??????? ???? 310,000 ????? ???? ??? ????? ??? ????? ?????? 200 ????? ??? ????? ???? ????? ??? ??? ????? ????? ? ???? ?? ???? ??? ""???? ??"" ?? ""??? ????? ???????"" ????? ??? ??? ???? ??? ???? ??? ??? ???? ? ????? ""??? ??? ???"" ????? ??? ??? ???? ??? ? 4 ?????? ??? ??? ??? ?????? ????? ? ""??? ?"" ""???? ?"" ""?? ??"" ?? ""??? ????"" ? ?2010 ????? ???? ????? ?????? ???? ""?? ? ???? ? ???"" ??? ??? ????? ???? ??? ??? ??? ???? ????? ???? ???? ???? ???? ? ?2011 ????? ?? ??? ??? ????? ???? ?? ???? ???? ??? ?? ???? ??????: - ????? ???? ?????? ?? ????? 4 ????? ???? 4 ???? ????? ???? ??? ??? ?? ?????? ??? ?",,
???? ????? ??? ???? ???? ?? ???,?? ??? ???? ????? ????,"????? ???? ?? 28 ?? 2011 ????? ???? ? 4 ??????? ???? 310,000 ????? ???? ??? ????? ??? ????? ?????? 200 ????? ??? ????? ???? ????? ??? ??? ????? ????? ? ???? ?? ???? ??? ""???? ??"" ?? ""??? ????? ???????"" ????? ??? ??? ???? ??? ???? ??? ??? ???? ? ????? ""??? ??? ???"" ????? ??? ??? ???? ??? ? 4 ?????? ??? ??? ??? ?????? ????? ? ""??? ?"" ""???? ?"" ""?? ??"" ?? ""??? ????"" ? ?2010 ????? ???? ????? ?????? ???? ""?? ? ???? ? ???"" ??? ??? ????? ???? ??? ??? ??? ???? ????? ???? ???? ???? ???? ? ?2011 ????? ?? ??? ??? ????? ???? ?? ???? ???? ??? ?? ???? ??????: - ????? ???? ?????? ?? ????? 4 ????? ???? 4 ???? ????? ???? ??? ??? ?? ?????? ??? ?",,
?????? ?? ??? ??? ?????? ?? ???,2011,"????? ???? ?? 28 ?? 2011 ????? ???? ? 4 ??????? ???? 310,000 ????? ???? ??? ????? ??? ????? ?????? 200 ????? ??? ????? ???? ????? ??? ??? ????? ????? ? ???? ?? ???? ??? ""???? ??"" ?? ""??? ????? ???????"" ????? ??? ??? ???? ??? ???? ??? ??? ???? ? ????? ""??? ??? ???"" ????? ??? ??? ???? ??? ? 4 ?????? ??? ??? ??? ?????? ????? ? ""??? ?"" ""???? ?"" ""?? ??"" ?? ""??? ????"" ? ?2010 ????? ???? ????? ?????? ???? ""?? ? ???? ? ???"" ??? ??? ????? ???? ??? ??? ??? ???? ????? ???? ???? ???? ???? ? ?2011 ????? ?? ??? ??? ????? ???? ?? ???? ???? ??? ?? ???? ??????: - ????? ???? ?????? ?? ????? 4 ????? ???? 4 ???? ????? ???? ??? ??? ?? ?????? ??? ?",,
????? ???? ???? ?? ?? ???,4,"????? ???? ?? 28 ?? 2011 ????? ???? ? 4 ??????? ???? 310,000 ????? ???? ??? ????? ??? ????? ?????? 200 ????? ??? ????? ???? ????? ??? ??? ????? ????? ? ???? ?? ???? ??? ""???? ??"" ?? ""??? ????? ???????"" ????? ??? ??? ???? ??? ???? ??? ??? ???? ? ????? ""??? ??? ???"" ????? ??? ??? ???? ??? ? 4 ?????? ??? ??? ??? ?????? ????? ? ""??? ?"" ""???? ?"" ""?? ??"" ?? ""??? ????"" ? ?2010 ????? ???? ????? ?????? ???? ""?? ? ???? ? ???"" ??? ??? ????? ???? ??? ??? ??? ???? ????? ???? ???? ???? ???? ? ?2011 ????? ?? ??? ??? ????? ???? ?? ???? ???? ??? ?? ???? ??????: - ????? ???? ?????? ?? ????? 4 ????? ???? 4 ???? ????? ???? ??? ??? ?? ?????? ??? ?",,
4 ????? ?? ???,"?? 28, 2011","????? ???? ?? 28 ?? 2011 ????? ???? ? 4 ??????? ???? 310,000 ????? ???? ??? ????? ??? ????? ?????? 200 ????? ??? ????? ???? ????? ??? ??? ????? ????? ? ???? ?? ???? ??? ""???? ??"" ?? ""??? ????? ???????"" ????? ??? ??? ???? ??? ???? ??? ??? ???? ? ????? ""??? ??? ???"" ????? ??? ??? ???? ??? ? 4 ?????? ??? ??? ??? ?????? ????? ? ""??? ?"" ""???? ?"" ""?? ??"" ?? ""??? ????"" ? ?2010 ????? ???? ????? ?????? ???? ""?? ? ???? ? ???"" ??? ??? ????? ???? ??? ??? ??? ???? ????? ???? ???? ???? ???? ? ?2011 ????? ?? ??? ??? ????? ???? ?? ???? ???? ??? ?? ???? ??????: - ????? ???? ?????? ?? ????? 4 ????? ???? 4 ???? ????? ???? ??? ??? ?? ?????? ??? ?",,
??????? ???? 4 ???? ?? ??? ?????,"310,000","????? ???? ?? 28 ?? 2011 ????? ???? ? 4 ??????? ???? 310,000 ????? ???? ??? ????? ??? ????? ?????? 200 ????? ??? ????? ???? ????? ??? ??? ????? ????? ? ???? ?? ???? ??? ""???? ??"" ?? ""??? ????? ???????"" ????? ??? ??? ???? ??? ???? ??? ??? ???? ? ????? ""??? ??? ???"" ????? ??? ??? ???? ??? ? 4 ?????? ??? ??? ??? ?????? ????? ? ""??? ?"" ""???? ?"" ""?? ??"" ?? ""??? ????"" ? ?2010 ????? ???? ????? ?????? ???? ""?? ? ???? ? ???"" ??? ??? ????? ???? ??? ??? ??? ???? ????? ???? ???? ???? ???? ? ?2011 ????? ?? ??? ??? ????? ???? ?? ???? ???? ??? ?? ???? ??????: - ????? ???? ?????? ?? ????? 4 ????? ???? 4 ???? ????? ???? ??? ??? ?? ?????? ??? ?",,
???? ? ??? ?? ??????? ??? ??? ????? ????? ???? ???,?? ???,"????? ???? ?? 28 ?? 2011 ????? ???? ? 4 ??????? ???? 310,000 ????? ???? ??? ????? ??? ????? ?????? 200 ????? ??? ????? ???? ????? ??? ??? ????? ????? ? ???? ?? ???? ??? ""???? ??"" ?? ""??? ????? ???????"" ????? ??? ??? ???? ??? ???? ??? ??? ???? ? ????? ""??? ??? ???"" ????? ??? ??? ???? ??? ? 4 ?????? ??? ??? ??? ?????? ????? ? ""??? ?"" ""???? ?"" ""?? ??"" ?? ""??? ????"" ? ?2010 ????? ???? ????? ?????? ???? ""?? ? ???? ? ???"" ??? ??? ????? ???? ??? ??? ??? ???? ????? ???? ???? ???? ???? ? ?2011 ????? ?? ??? ??? ????? ???? ?? ???? ???? ??? ?? ???? ??????: - ????? ???? ?????? ?? ????? 4 ????? ???? 4 ???? ????? ???? ??? ??? ?? ?????? ??? ?",,
???? ?2011 ??? ??? ?? ?? ??? ??????? ?????? ?? ????,??? ??? ????? ?????,"????? ???? ?? 28 ?? 2011 ????? ???? ? 4 ??????? ???? 310,000 ????? ???? ??? ????? ??? ????? ?????? 200 ????? ??? ????? ???? ????? ??? ??? ????? ????? ? ???? ?? ???? ??? ""???? ??"" ?? ""??? ????? ???????"" ????? ??? ??? ???? ??? ???? ??? ??? ???? ? ????? ""??? ??? ???"" ????? ??? ??? ???? ??? ? 4 ?????? ??? ??? ??? ?????? ????? ? ""??? ?"" ""???? ?"" ""?? ??"" ?? ""??? ????"" ? ?2010 ????? ???? ????? ?????? ???? ""?? ? ???? ? ???"" ??? ??? ????? ???? ??? ??? ??? ???? ????? ???? ???? ???? ???? ? ?2011 ????? ?? ??? ??? ????? ???? ?? ???? ???? ??? ?? ???? ??????: - ????? ???? ?????? ?? ????? 4 ????? ???? 4 ???? ????? ???? ??? ??? ?? ?????? ??? ?",,
???? ?????? ??? ?? ?????,"?? 7, 2012","???? ?? 7, 2012 ??? ??? ???? ?? ????? ??? ?? ??? ???? ????? ?????? ??? ???? ? ????? ?? ??? ?? ?? ?????? ??? ?????? ?? ???????? ????? ???? ????? ???? ?????? ?? ?? ??? ???? ???? ???? ?????? ?",,
???? ?????? ??? ?? ?????,???? ?? ?????,"???? ?? 7, 2012 ??? ??? ???? ?? ????? ??? ?? ??? ???? ????? ?????? ??? ???? ? ????? ?? ??? ?? ?? ?????? ??? ?????? ?? ???????? ????? ???? ????? ???? ?????? ?? ?? ??? ???? ???? ???? ?????? ?",,
????? ?????? ?? ?? ????,???? ?? ????,"???? ?? 7, 2012 ??? ??? ???? ?? ????? ??? ?? ??? ???? ????? ?????? ??? ???? ? ????? ?? ??? ?? ?? ?????? ??? ?????? ?? ???????? ????? ???? ????? ???? ?????? ?? ?? ??? ???? ???? ???? ?????? ?",,
????? ??? ?????? ?? ?????? ?? ????,???? ?????? ??? ????? ????,"???? ?? 7, 2012 ??? ??? ???? ?? ????? ??? ?? ??? ???? ????? ?????? ??? ???? ? ????? ?? ??? ?? ?? ?????? ??? ?????? ?? ???????? ????? ???? ????? ???? ?????? ?? ?? ??? ???? ???? ???? ?????? ?",,
???? ?????? ??? ?? ?????,"?? 7, 2012","???? ?? 7, 2012 ??? ??? ???? ?? ????? ??? ?? ??? ???? ????? ?????? ??? ???? ? ????? ?? ??? ?? ?? ?????? ??? ?????? ?? ???????? ????? ???? ????? ???? ?????? ?? ?? ??? ???? ???? ???? ?????? ?",,
??? ?? ?? ????,???? ?? ????,"???? ?? 7, 2012 ??? ??? ???? ?? ????? ??? ?? ??? ???? ????? ?????? ??? ???? ? ????? ?? ??? ?? ?? ?????? ??? ?????? ?? ???????? ????? ???? ????? ???? ?????? ?? ?? ??? ???? ???? ???? ?????? ?",,
??? ????? ??? ?? ??? ?? ??? ????,???? ??,"???? ?? 7, 2012 ??? ??? ???? ?? ????? ??? ?? ??? ???? ????? ?????? ??? ???? ? ????? ?? ??? ?? ?? ?????? ??? ?????? ?? ???????? ????? ???? ????? ???? ?????? ?? ?? ??? ???? ???? ???? ?????? ?",,
??????? ??? ?? ??? ???? ??????,??? ???,"???? ?? 7, 2012 ??? ??? ???? ?? ????? ??? ?? ??? ???? ????? ?????? ??? ???? ? ????? ?? ??? ?? ?? ?????? ??? ?????? ?? ???????? ????? ???? ????? ???? ?????? ?? ?? ??? ???? ???? ???? ?????? ?",,
???? ?? ?????? ?? ???,"?? 7, 2012","???? ?? 7, 2012 ??? ??? ???? ?? ????? ??? ?? ??? ???? ????? ?????? ??? ???? ? ????? ?? ??? ?? ?? ?????? ??? ?????? ?? ???????? ????? ???? ????? ???? ?????? ?? ?? ??? ???? ???? ???? ?????? ?",,
???? ?? ??? ?? ???? ?????,???? ?? ????,"???? ?? 7, 2012 ??? ??? ???? ?? ????? ??? ?? ??? ???? ????? ?????? ??? ???? ? ????? ?? ??? ?? ?? ?????? ??? ?????? ?? ???????? ????? ???? ????? ???? ?????? ?? ?? ??? ???? ???? ???? ?????? ?",,
?? ?? ?? ?????,???? ?? ????? ?? ??? ?,"???? ?? 7, 2012 ??? ??? ???? ?? ????? ??? ?? ??? ???? ????? ?????? ??? ???? ? ????? ?? ??? ?? ?? ?????? ??? ?????? ?? ???????? ????? ???? ????? ???? ?????? ?? ?? ??? ???? ???? ???? ?????? ?",,
???? ????? ??? ???? ?? ?????? ?? ??????? ?? ????,???? ?????? ??? ????? ????,"???? ?? 7, 2012 ??? ??? ???? ?? ????? ??? ?? ??? ???? ????? ?????? ??? ???? ? ????? ?? ??? ?? ?? ?????? ??? ?????? ?? ???????? ????? ???? ????? ???? ?????? ?? ?? ??? ???? ???? ???? ?????? ?",,
???? ????? ??? ??? ???? ?????,???,"???? ?? 7, 2012 ??? ??? ???? ?? ????? ??? ?? ??? ???? ????? ?????? ??? ???? ? ????? ?? ??? ?? ?? ?????? ??? ?????? ?? ???????? ????? ???? ????? ???? ?????? ?? ?? ??? ???? ???? ???? ?????? ?",,
???? ????? ???? ????? ??? ??? ??? ???? ?????,???,"???? ?? 7, 2012 ??? ??? ???? ?? ????? ??? ?? ??? ???? ????? ?????? ??? ???? ? ????? ?? ??? ?? ?? ?????? ??? ?????? ?? ???????? ????? ???? ????? ???? ?????? ?? ?? ??? ???? ???? ???? ?????? ?",,
????? ???? ??? ?? ??? ?????,???? ??? ??,"???? ?? 7, 2012 ??? ??? ???? ?? ????? ??? ?? ??? ???? ????? ?????? ??? ???? ? ????? ?? ??? ?? ?? ?????? ??? ?????? ?? ???????? ????? ???? ????? ???? ?????? ?? ?? ??? ???? ???? ???? ?????? ?",,
???? ?2013 ?? ???? ?????,??? ??? ????? ?????,"???? ?? 7, 2012 ??? ??? ???? ?? ????? ??? ?? ??? ???? ????? ?????? ??? ???? ? ????? ?? ??? ?? ?? ?????? ??? ?????? ?? ???????? ????? ???? ????? ???? ?????? ?? ?? ??? ???? ???? ???? ?????? ?",,
"????? ?? ""???? ?????"" ?????? ????? ????? ?? ???",?? 2013,"???? ?? 7, 2012 ??? ??? ???? ?? ????? ??? ?? ??? ???? ????? ?????? ??? ???? ? ????? ?? ??? ?? ?? ?????? ??? ?????? ?? ???????? ????? ???? ????? ???? ?????? ?? ?? ??? ???? ???? ???? ?????? ?",,
???? ????? ??? ????? ????? ???? ??? ?? ????,?????,"???? ?? 7, 2012 ??? ??? ???? ?? ????? ??? ?? ??? ???? ????? ?????? ??? ???? ? ????? ?? ??? ?? ?? ?????? ??? ?????? ?? ???????? ????? ???? ????? ???? ?????? ?? ?? ??? ???? ???? ???? ?????? ?",,
???? ????? ??????? ??? ??? ????,?????? ???,"???? ?? 7, 2012 ??? ??? ???? ?? ????? ??? ?? ??? ???? ????? ?????? ??? ???? ? ????? ?? ??? ?? ?? ?????? ??? ?????? ?? ???????? ????? ???? ????? ???? ?????? ?? ?? ??? ???? ???? ???? ?????? ?",,
???? ??? ??? ???? ???? ??? ????,"???? 268,000 ????","???? ?? 7, 2012 ??? ??? ???? ?? ????? ??? ?? ??? ???? ????? ?????? ??? ???? ? ????? ?? ??? ?? ?? ?????? ??? ?????? ?? ???????? ????? ???? ????? ???? ?????? ?? ?? ??? ???? ???? ???? ?????? ?",,
????? ?? ???? ?????? ????? ?? ???,?? 2013,"???? ?? 7, 2012 ??? ??? ???? ?? ????? ??? ?? ??? ???? ????? ?????? ??? ???? ? ????? ?? ??? ?? ?? ?????? ??? ?????? ?? ???????? ????? ???? ????? ???? ?????? ?? ?? ??? ???? ???? ???? ?????? ?",,
???? ?????? ????? ?? ??? ???? ?????,?????,"???? ?? 7, 2012 ??? ??? ???? ?? ????? ??? ?? ??? ???? ????? ?????? ??? ???? ? ????? ?? ??? ?? ?? ?????? ??? ?????? ?? ???????? ????? ???? ????? ???? ?????? ?? ?? ??? ???? ???? ???? ?????? ?","???? ?? 7, 2012 ??? ??? ???? ?? ????? ??? ?? ??? ???? ????? ?????? ??? ???? ? ????? ?? ??? ?? ?? ?????? ??? ?????? ?? ???????? ????? ???? ????? ???? ?????? ?? ?? ??? ???? ???? ???? ?????? ?",
???? ??????? ??? ???? ??? ?? ?? ?????,????? ???? ????,"???? ?? 7, 2012 ??? ??? ???? ?? ????? ??? ?? ??? ???? ????? ?????? ??? ???? ? ????? ?? ??? ?? ?? ?????? ??? ?????? ?? ???????? ????? ???? ????? ???? ?????? ?? ?? ??? ???? ???? ???? ?????? ?",,
??? ????? ???? ?? ??? ???? ?? ???? ???????,??? ??? XLV ???? ???,"???? ?? 7, 2012 ??? ??? ???? ?? ????? ??? ?? ??? ???? ????? ?????? ??? ???? ? ????? ?? ??? ?? ?? ?????? ??? ?????? ?? ???????? ????? ???? ????? ???? ?????? ?? ?? ??? ???? ???? ???? ?????? ?",,
????? ??? ??? ???? ???? ???,???? ??? ??,"???? ?? 7, 2012 ??? ??? ???? ?? ????? ??? ?? ??? ???? ????? ?????? ??? ???? ? ????? ?? ??? ?? ?? ?????? ??? ?????? ?? ???????? ????? ???? ????? ???? ?????? ?? ?? ??? ???? ???? ???? ?????? ?",,
"????? ""?/? ???? ???"" ??? ?? ????",132,"???? ?? 7, 2012 ??? ??? ???? ?? ????? ??? ?? ??? ???? ????? ?????? ??? ???? ? ????? ?? ??? ?? ?? ?????? ??? ?????? ?? ???????? ????? ???? ????? ???? ?????? ?? ?? ??? ???? ???? ???? ?????? ?",,
???? ????? ?????? ???? ???? ???? ??? ???? ???,?/? ???? ???,"???? ?? 7, 2012 ??? ??? ???? ?? ????? ??? ?? ??? ???? ????? ?????? ??? ???? ? ????? ?? ??? ?? ?? ?????? ??? ?????? ?? ???????? ????? ???? ????? ???? ?????? ?? ?? ??? ???? ???? ???? ?????? ?",,
"???? ""???"" ???? ??? ???? ???? ???? ???",???,"???? ?? 7, 2012 ??? ??? ???? ?? ????? ??? ?? ??? ???? ????? ?????? ??? ???? ? ????? ?? ??? ?? ?? ?????? ??? ?????? ?? ???????? ????? ???? ????? ???? ?????? ?? ?? ??? ???? ???? ???? ?????? ?",,
???? ???? ?????? ?? ??? ??? ?,????,"???? ?? 7, 2012 ??? ??? ???? ?? ????? ??? ?? ??? ???? ????? ?????? ??? ???? ? ????? ?? ??? ?? ?? ?????? ??? ?????? ?? ???????? ????? ???? ????? ???? ?????? ?? ?? ??? ???? ???? ???? ?????? ?",,
???? ?? ?????,???? 15,"???? ?? 7, 2012 ??? ??? ???? ?? ????? ??? ?? ??? ???? ????? ?????? ??? ???? ? ????? ?? ??? ?? ?? ?????? ??? ?????? ?? ???????? ????? ???? ????? ???? ?????? ?? ?? ??? ???? ???? ???? ?????? ?",,
???? ???? ???? ????? ?? ?? ??? ????,2013 ???,"???? ?? 7, 2012 ??? ??? ???? ?? ????? ??? ?? ??? ???? ????? ?????? ??? ???? ? ????? ?? ??? ?? ?? ?????? ??? ?????? ?? ???????? ????? ???? ????? ???? ?????? ?? ?? ??? ???? ???? ???? ?????? ?",,
??? ????? ??? ???? ????? ???? ???,???? ??,"???? ?? 7, 2012 ??? ??? ???? ?? ????? ??? ?? ??? ???? ????? ?????? ??? ???? ? ????? ?? ??? ?? ?? ?????? ??? ?????? ?? ???????? ????? ???? ????? ???? ?????? ?? ?? ??? ???? ???? ???? ?????? ?",,
???? ??? ?????? ??? ?????? ?? ???? ?????,???,"???? ?? 7, 2012 ??? ??? ???? ?? ????? ??? ?? ??? ???? ????? ?????? ??? ???? ? ????? ?? ??? ?? ?? ?????? ??? ?????? ?? ???????? ????? ???? ????? ???? ?????? ?? ?? ??? ???? ???? ???? ?????? ?",,
???? ???? 15 ?? ????? ?? ?? ?????,?/? ???? ???? ???? ???,"???? ?? 7, 2012 ??? ??? ???? ?? ????? ??? ?? ??? ???? ????? ?????? ??? ???? ? ????? ?? ??? ?? ?? ?????? ??? ?????? ?? ???????? ????? ???? ????? ???? ?????? ?? ?? ??? ???? ???? ???? ?????? ?",,
?/? ???? ???? ????? ???? ??? ??? ??? ????,132,"???? ?? 7, 2012 ??? ??? ???? ?? ????? ??? ?? ??? ???? ????? ?????? ??? ???? ? ????? ?? ??? ?? ?? ?????? ??? ?????? ?? ???????? ????? ???? ????? ???? ?????? ?? ?? ??? ???? ???? ???? ?????? ?",,
???? ?????? ????? 2014 ?? ???? ???? ??? ?????? ???? ???,?? ??? ????,"???? ?? 7, 2012 ??? ??? ???? ?? ????? ??? ?? ??? ???? ????? ?????? ??? ???? ? ????? ?? ??? ?? ?? ?????? ??? ?????? ?? ???????? ????? ???? ????? ???? ?????? ?? ?? ??? ???? ???? ???? ?????? ?",,
???? ?2013 ?? ???? ???? ?????,??? ?? ???? ?,"???? ?? 7, 2012 ??? ??? ???? ?? ????? ??? ?? ??? ???? ????? ?????? ??? ???? ? ????? ?? ??? ?? ?? ?????? ??? ?????? ?? ???????? ????? ???? ????? ???? ?????? ?? ?? ??? ???? ???? ???? ?????? ?",,
??? ???? ? ???? ???? ????? ?? ???? ???,???? ??,"???? ?? 7, 2012 ??? ??? ???? ?? ????? ??? ?? ??? ???? ????? ?????? ??? ???? ? ????? ?? ??? ?? ?? ?????? ??? ?????? ?? ???????? ????? ???? ????? ???? ?????? ?? ?? ??? ???? ???? ???? ?????? ?",,
???? 5? ????? ???? ?????? ??? ????? ?? ???,??????? ???,"???? 13 / 2013 ???? ? iTunes ??? ?? ????? ??? ??????? ???? ???? ????? ????? ????? ????? ???? ? ???? ?????? 200 ????? ?? ????? ????? ????? ??? ??? ????? ????? ???? ???? ? ??? ?????? ?? ???? ????? ????? ??? ?? ????? ??? ????? ?????? ?????? ? ???? ???? ??? ????? ??? ??? ??? ???? ???? ????? ???? ???? ?????? ??? ??? ???? ?????? ?????? ??? ?????? ????? ?????? ? ????? ????? ?? ??? ? ???? ??? ??? ???? ?? ?????? ? ""???? ? ???? ?????? ????? ???? [????? ????? ????? ???? ??? ????? ??????? ???]"" ??? ???? ????? ??? ? ?? ? ?????? ??? ????? ??? ""???? ????"" ??? ????? ?????? ???? 100 ????? ?? ??? ??? ???? ? ????? ?? ? ????? ???? ??? ????? ??? ??? ??? ????? ??? ?? ???? ???? ?????? ??? ????? 2014 ??? ? ?? ?????? ???? ??? ??? ??? ??? ?????? ???????? ??????? ?????? ???? ??? ? ??? 24 ?? 2006 ?.? ???? ???? ??? ???? ??????? ? ? ?????? ???? ????? ??? ???????? ??? ????? ?????? ?????: - ""??? ???"" ???? ??? ??? ?? ??? ??????? ????? ""???? ???"" ??? ??? ""????"" ??? ??? ??? ??? ???? ??????? ? ???? ???? ?? ?? ???? ????? ?? ???? ?? ???? ??? ?? ????? ?? ???? ??? ????? 115 ???? ????? ??? ????? ??? ??? ?.?.? ?2013 ??? ?? ???? ????? ? ???? ??? ??? ???? ???? ????? ???? ??? ? ??? ???? ??? ????? ??? ????? ?? ??????? ??? ?? ?",,
